date,pageId,userId
1704241859,4504,148
1704241871,5349,823
1704241882,9861,154
1704241892,6624,435
1704241902,5871,240
1704241904,6012,740
1704241908,6394,428
1704241911,7657,46
1704241917,1474,42
1704241917,6363,777
1704241918,1953,648
1704241921,6235,178
1704241922,8428,579
1704241929,8771,10
1704241940,12,770
1704241951,1174,745
1704241952,911,496
1704241953,3150,550
1704241958,6811,563
1704241966,1450,28
1704241971,9785,690
1704241979,9573,310
1704241988,9947,623
1704241990,7795,684
1704242002,9668,973
1704242005,1319,983
1704242010,1146,29
1704242019,365,383
1704242025,2894,829
1704242035,932,797
1704242045,152,152
1704242057,2901,811
1704242062,9417,165
1704242069,6733,222
1704242081,2359,676
1704242082,1970,200
1704242093,5788,96
1704242103,2367,163
1704242108,4545,631
1704242120,2143,263
1704242120,7853,838
1704242121,8637,273
1704242124,233,803
1704242128,8379,292
1704242139,7088,66
1704242139,3262,431
1704242147,8852,424
1704242151,8759,177
1704242161,6013,624
1704242163,6929,339
1704242164,8701,474
1704242174,4790,263
1704242175,323,316
1704242185,3094,623
1704242186,3274,657
1704242196,9884,602
1704242205,5988,836
1704242206,5967,597
1704242216,1083,719
1704242218,6189,775
1704242228,9527,165
1704242233,8610,75
1704242233,5991,575
1704242239,6368,132
1704242251,9474,823
1704242263,2194,541
1704242271,884,17
1704242275,5301,41
1704242286,3799,636
1704242297,6123,66
1704242297,5411,389
1704242308,5778,585
1704242320,1631,599
1704242320,5145,66
1704242321,1876,330
1704242332,3997,815
1704242343,5228,905
1704242349,4139,401
1704242352,2341,774
1704242358,666,885
1704242365,3462,401
1704242373,7401,152
1704242381,8343,45
1704242389,9600,96
1704242394,1530,15
1704242402,8514,163
1704242408,7078,680
1704242416,6531,245
1704242421,6300,711
1704242422,207,804
1704242426,7677,361
1704242433,2181,852
1704242445,9164,365
1704242446,1999,975
1704242455,5019,89
1704242455,9811,459
1704242458,5208,378
1704242470,4746,14
1704242479,356,943
1704242484,4010,758
1704242487,8230,784
1704242499,3171,11
1704242509,2420,931
1704242514,4582,465
1704242517,1347,973
1704242525,6137,245
1704242528,751,145
1704242528,4542,113
1704242535,5565,10
1704242543,6816,116
1704242545,3450,73
1704242547,1270,451
1704242556,7834,595
1704242566,5201,498
1704242566,8812,336
1704242570,7065,752
1704242581,5460,917
1704242592,8852,563
1704242592,4325,218
1704242601,584,959
1704242602,3266,443
1704242609,3057,782
1704242612,2627,167
1704242616,7431,42
1704242618,9231,75
1704242621,2951,700
1704242623,5276,169
1704242624,7525,165
1704242635,5992,554
1704242637,7552,216
1704242645,5545,523
1704242656,6925,370
1704242663,4724,269
1704242666,7735,158
1704242672,5529,152
1704242681,2545,651
1704242681,484,567
1704242684,5459,821
1704242696,3289,4
1704242697,7533,93
1704242699,8370,516
1704242707,7609,431
1704242715,5192,399
1704242726,3444,333
1704242727,6513,866
1704242738,392,626
1704242746,8719,745
1704242753,2957,154
1704242759,1814,866
1704242759,2770,608
1704242771,1064,71
1704242779,7978,393
1704242785,8575,355
1704242791,1063,145
1704242803,6283,795
1704242810,8664,579
1704242815,8685,67
1704242816,4185,300
1704242828,1238,203
1704242834,5241,951
1704242838,5709,622
1704242850,3217,221
1704242851,7699,259
1704242853,8450,636
1704242858,8496,124
1704242868,7246,822
1704242868,993,315
1704242879,2072,67
1704242882,8232,766
1704242883,9104,498
1704242893,8841,804
1704242903,8997,481
1704242914,8382,333
1704242923,1295,774
1704242927,168,976
1704242935,7237,853
1704242943,209,785
1704242948,819,73
1704242950,6167,206
1704242950,1952,676
1704242955,3702,490
1704242963,260,768
1704242973,1462,145
1704242975,3040,458
1704242980,8746,21
1704242982,9413,768
1704242985,3088,295
1704242988,6730,669
1704242990,6479,773
1704242994,5609,914
1704242996,1041,430
1704243006,2527,29
1704243017,6274,30
1704243024,4363,173
1704243032,8220,210
1704243044,3394,789
1704243047,1537,104
1704243056,120,472
1704243066,2062,195
1704243077,4385,245
1704243086,5099,743
1704243089,6861,364
1704243100,2716,300
1704243106,2213,835
1704243107,79,579
1704243111,7853,458
1704243112,2717,428
1704243117,8179,623
1704243127,4430,69
1704243134,7882,548
1704243140,6248,559
1704243151,1182,887
1704243160,8493,562
1704243166,7229,599
1704243169,7688,877
1704243172,9320,450
1704243176,563,930
1704243186,2110,458
1704243193,5259,526
1704243204,2050,261
1704243213,6228,747
1704243223,1785,235
1704243224,8539,190
1704243224,5257,595
1704243233,751,657
1704243237,2198,430
1704243244,5170,310
1704243254,3757,374
1704243256,9683,885
1704243260,3707,467
1704243263,1530,161
1704243268,2707,648
1704243271,6940,915
1704243277,154,245
1704243283,5723,944
1704243287,5740,283
1704243291,7060,741
1704243291,3631,590
1704243294,6849,900
1704243306,8793,401
1704243308,5999,288
1704243313,8592,685
1704243317,353,900
1704243327,8155,116
1704243337,9079,794
1704243338,129,174
1704243348,9239,123
1704243349,2017,702
1704243356,5319,114
1704243365,4147,123
1704243374,8792,823
1704243374,2580,169
1704243374,8840,513
1704243375,4472,624
1704243387,8989,266
1704243390,936,866
1704243400,5316,435
1704243405,415,401
1704243413,6624,712
1704243417,5709,835
1704243423,7682,160
1704243429,2077,509
1704243432,3193,775
1704243434,5160,705
1704243443,5192,704
1704243451,5893,326
1704243454,2043,773
1704243460,9075,573
1704243471,6372,817
1704243482,6523,199
1704243482,9708,799
1704243493,6108,414
1704243493,8627,527
1704243503,3301,347
1704243510,4253,245
1704243513,7583,371
1704243516,2766,89
1704243526,966,718
1704243536,8370,242
1704243542,5810,464
1704243543,3682,675
1704243549,18,198
1704243561,1307,29
1704243573,205,208
1704243585,7581,823
1704243590,9636,598
1704243593,7678,165
1704243599,9642,786
